"ID_RSSD","ENTITY_TYPE","NAME","CITY","ST/COUNTRY","DATE_OPEN","NAME_END_DATE","REGULATORY_DISTRICT"
1230112,"BHC","CORONADO FINANCIAL CORPORATION","KANSAS CITY","MO",19660531,19810304,"Kansas City"
2948236,"BHC","CORONADO FINANCIAL CORPORATION","LYONS","KS",20001230,,"Kansas City"
1055351,"BHC","CORONADO, INC.","STERLING","KS",19751028,,"Kansas City"
1084922,"BHC","CORPOFIN, C.A.","CARACAS","VENEZUELA",19830620,19940508,"Atlanta"
1023079,"BHC","CORPOFIN, N.V.","WILLEMSTAD","CURACAO, BONAIRE, SABA, ST. MARTIN & ST.",19830620,19890910,"Atlanta"
2053233,"FBH","CORPORACION BANCARIA DE ESPANA, S.A. (ARGENTARIA)","MADRID","SPAIN",19911024,19960315,"New York"
1063365,"BHC","CORPORATE BANKSHARES, INC.","OVERLAND PARK","KS",19820430,19880830,"Kansas City"
1131228,"BHC","CORPUS CHRISTI BANCSHARES, INC.","CORPUS CHRISTI","TX",19850301,19970306,"Dallas"
2893747,"BHC","CORPUS CHRISTI BANCSHARES, INC.","CORPUS CHRISTI","TX",20000609,20030214,"Dallas"
1240166,"BHC","CORPUS CHRISTI BANKSHARES, INC.","CORPUS CHRISTI","TX",19800310,19820510,"Dallas"
1104017,"BHC","CORSICANA BANCSHARES, INC.","CORSICANA","TX",19791231,20000906,"Dallas"
2944685,"BHC","CORSICANA HOLDINGS, INC.","DOVER","DE",20000901,20081231,"Dallas"
2127657,"BHC","CORTE BANC CORPORATION","NEW ORLEANS","LA",19931021,19940914,"Atlanta"
1053179,"BHC","CORTEZ INVESTMENT CO.","CORTEZ","CO",19610101,20051230,"Kansas City"
1130931,"FHD","CORTLAND BANCORP","CORTLAND","OH",19850430,,"Cleveland"
1140510,"BHC","CORTLAND FIRST FINANCIAL CORPORATION","CORTLAND","NY",19860930,19981124,"New York"
1200393,"BHC","CORUS BANKSHARES, INC.","CHICAGO","IL",19660826,20090911,"Chicago"
1203031,"BHC","CORWITH STATE BANCSHARES INC.","CORWITH","IA",19780401,19850929,"Chicago"
1203031,"BHC","CORWITH STATE BANCSHARES, INC.","CORWITH","IA",19780401,20030828,"Chicago"
1203095,"BHC","CORYDON BANCORPORATION","CORYDON","IA",19780501,20000921,"Chicago"
1100206,"BHC","CORYDON STATE BANCORP","CORYDON","IN",19841001,19861030,"St. Louis"
1141683,"BHC","COSMOPOLITAN BANCORP INCORPORATED","CHICAGO","IL",19861222,19910517,"Chicago"
1143780,"BHC","COSMOPOLITAN FINANCIAL SERVICES, INC.","COUNTRYSIDE","IL",19870814,19881230,"Chicago"
1135244,"BHC","COSMOS BANCORPORATION, INC.","COSMOS","MN",19850827,19951017,"Minneapolis"
1137332,"BHC","COSTA MESA HOLDINGS N.V.","WILLEMSTAD","CURACAO, BONAIRE, SABA, ST. MARTIN & ST.",19860414,19901231,"San Francisco"
1137323,"BHC","COSTA MESA LIMITED","LONDON","ENGLAND",19860414,19901231,"San Francisco"
1144004,"BHC","COTEAU HILLS COMPANY","GACKLE","ND",19870630,20000129,"Minneapolis"
1128107,"BHC","COTTAGE GROVE BANCORPORATION, INC.","SAINT PAUL","MN",19830601,19890915,"Minneapolis"
1141003,"BHC","COTTON EXCHANGE BANCSHARES, INC.","KENNETT","MO",19870130,19950228,"St. Louis"
1086784,"BHC","COTTONPORT BANCSHARES, INC.","COTTONPORT","LA",19841217,19921231,"Atlanta"
1095245,"BHC","COTTONRUDY INVESTMENT COMPANY","SEYMOUR","MO",19690808,,"St. Louis"
1027992,"BHC","COTTONWOOD BANCORPORATION","SALT LAKE CITY","UT",19781019,19920531,"San Francisco"
1126989,"BHC","COULEE BANCSHARES, INC.","LA CROSSE","WI",19820426,,"Minneapolis"
1050552,"BHC","COUNCIL GROVE BANC SHARES, INC.","WICHITA","KS",19730525,19891230,"Kansas City"
1134470,"BHC","COUNTRICORP","WHITE SULPHUR SPRINGS","MT",19850731,,"Minneapolis"
1053339,"BHC","COUNTRY AGENCIES & INVESTMENTS, INC.","ODESSA","MO",19610701,,"Kansas City"
1098581,"BHC","COUNTRY BANCORP, INC.","HILLSBORO","IL",19831130,,"St. Louis"
1203910,"BHC","COUNTRY BANCORPORATION","CRAWFORDSVILLE","IA",19800208,,"Chicago"
1056910,"BHC","COUNTRY BANCSHARES, INC.","JAMESPORT","MO",19771027,,"Kansas City"
1097454,"BHC","COUNTRY BANCSHARES, INC.","MACOMB","IL",19820517,20040319,"Chicago"
1083194,"BHC","COUNTRY BANK COMPANY","FORSYTH","GA",19820416,20140731,"Atlanta"
3200230,"BHC","COUNTRY BANK HOLDING COMPANY, INC.","NEW YORK","NY",20031101,,"New York"
1201578,"BHC","COUNTRY BANK SHARES CORP.","JANESVILLE","WI",19681101,19900521,"Chicago"
1201578,"BHC","COUNTRY BANK SHARES CORPORATION","MOUNT HOREB","WI",19681101,19990930,"Chicago"
1416831,"BHC","COUNTRY BANK SHARES, INC.","MILFORD","NE",19890809,,"Kansas City"
1992335,"BHC","COUNTRY BANKERS, INC.","BLOOMING PRAIRIE","MN",19920828,,"Minneapolis"
1136483,"BHC","COUNTRY CLUB BANCORPORATION, INC.","COUNTRY CLUB HILLS","IL",19851202,19920109,"Chicago"
1061969,"BHC","COUNTRY HILL BANCSHARES, INC.","LENEXA","KS",19810630,19931230,"Kansas City"
3366444,"BHC","COUNTRY HOLDING CORP.","LAKEWAY","TX",20050912,20101231,"Dallas"
3825204,"SLHC","COUNTRY LIFE INSURANCE COMPANY","BLOOMINGTON","IL",20000501,,"Chicago"
2377975,"BHC","COUNTRYBANC HOLDING COMPANY","EDMOND","OK",19961017,20000302,"Kansas City"
2648349,"BHC","COUNTRYSIDE BANCSHARES, INC.","REPUBLIC","MO",19980615,20080720,"St. Louis"
1209707,"BHC","COUNTRYSIDE FINANCIAL SERVICES, INC.","WALWORTH","WI",19840206,20160201,"Chicago"
3101627,"FHD","COUNTRYSIDE SQUARE BANCSHARES, INC.","MERIDEN","KS",20020911,20030611,"Kansas City"
2549857,"FHD","COUNTRYWIDE CREDIT INDUSTRIES, INC","CALABASAS","CA",19690101,20021106,"San Francisco"
2549857,"FHD","COUNTRYWIDE FINANCIAL CORPORATION","CALABASAS","CA",19690101,20070311,"San Francisco"
2934798,"FHD","COUNTRYWIDE FINANCIAL HOLDING COMPANY, INC.","CALABASAS","CA",20010518,20070311,"San Francisco"
1048698,"BHC","COUNTY BANCORP","LYNDHURST","NJ",19830208,19871231,"New York"
1117754,"BHC","COUNTY BANCORP, INC.","MONTROSE","PA",19830622,19870625,"Philadelphia"
2524788,"BHC","COUNTY BANCORP, INC.","MANITOWOC","WI",19970317,,"Chicago"
3113750,"BHC","COUNTY BANCORP, INC.","ARLINGTON","WA",20020701,20100924,"San Francisco"
1245312,"BHC","COUNTY BANCORPORATION, INC.","CAPE GIRARDEAU","MO",19841227,19900830,"St. Louis"
1081145,"BHC","COUNTY BANCSHARES, INC.","TROY","AL",19800501,19930812,"Atlanta"
3028005,"BHC","COUNTY BANCSHARES, INC.","NEWTON","TX",20011001,20070731,"Dallas"
4935502,"BHC","COUNTY BANCSHARES, INC.","ORANGE","TX",20160813,,"Dallas"
1363681,"BHC","COUNTY BANK CORP","LAPEER","MI",19881231,,"Chicago"
1206612,"BHC","COUNTY BANKSHARES, INC.","BLUE ISLAND","IL",19820501,19840701,"Chicago"
1085808,"BHC","COUNTY FINANCIAL CORPORATION","NORTH MIAMI BEACH","FL",19840330,19971201,"Atlanta"
1235621,"BHC","COUNTY NATIONAL BANCORPORATION","CLAYTON","MO",19690801,19811222,"St. Louis"
1105304,"BHC","COUNTY NATIONAL BANCSHARES, INC.","STINNETT","TX",19810424,19901226,"Dallas"
1235621,"BHC","COUNTY TOWER CORP.","CLAYTON","MO",19690801,19840102,"St. Louis"
2344708,"BHC","COUPLAND BANCSHARES, INC.","COUPLAND","TX",19951130,20010628,"Dallas"
2341631,"BHC","COUPLAND BANCSHARES-NEVADA, INC.","CARSON CITY","NV",19951130,20010910,"Dallas"
1200562,"BHC","COURT ACCEPTANCE COMPANY","PEKIN","IL",19710209,20010501,"Chicago"
1104530,"BHC","COUSHATTA BANCSHARES, INC.","COUSHATTA","LA",19800529,,"Dallas"
2621294,"BHC","COVENANT BANCGROUP, INC.","LEEDS","AL",19971230,,"Atlanta"
2558064,"BHC","COVENANT BANCORP, INC.","HADDONFIELD","NJ",19970613,19980115,"Philadelphia"
3625646,"BHC","COVENANT BANCSHARES, INC.","CHICAGO","IL",20080312,20130215,"Chicago"
3212046,"BHC","COVENANT FINANCIAL CORPORATION","CLARKSDALE","MS",20040223,20160131,"St. Louis"
4932529,"BHC","COVENANT FINANCIAL INC.","DOYLESTOWN","PA",20160205,,"Philadelphia"
2570187,"BHC","COVEST BANCSHARES, INC.","DES PLAINES","IL",19970801,20031230,"Chicago"
2228590,"BHC","COVINGTON CAPITAL CORPORATION","COLLINS","MS",19940722,,"Atlanta"
3828148,"SLHC","COVINGTON FINANCIAL CORPORATION","COVINGTON","OH",20010101,,"Cleveland"
3828120,"SLHC","COVINGTON FINANCIAL CORPORATION, MHC","COVINGTON","OH",20010101,,"Cleveland"
1061129,"BHC","COVINGTON FIRST STATE BANCSHARES, INC.","COVINGTON","OK",19801223,20010611,"Kansas City"
2992426,"BHC","COWBOY STATE BANCORP, INC.","RANCHESTER","WY",20010416,,"Kansas City"
1204467,"BHC","COWDEN BANCORP, INC.","SPRINGFIELD","IL",19800801,,"Chicago"
1241088,"BHC","COWETA BANCSHARES, INC.","COWETA","OK",19801130,19820601,"Kansas City"
1945368,"BHC","COWETA BANCSHARES, INC.","COWETA","OK",19920210,19931231,"Kansas City"
1984040,"BHC","COWLITZ BANCORPORATION","LONGVIEW","WA",19920115,20100730,"San Francisco"
1053320,"BHC","COZAD ELEVATORS, INC.","COZAD","NE",19680815,19831230,"Kansas City"
3469345,"BHC","CP CAPITAL ASSET ACQUISITION, INC.","MIAMI","FL",20070116,20070712,"Atlanta"
3469345,"BHC","CP CAPITAL BANCORP, INC.","MIAMI","FL",20070116,20100617,"Atlanta"
1232778,"BHC","CP FINANCIAL CORP.","BALA-CYNWYD","PA",19691001,19761230,"Philadelphia"
3477528,"BHC","CPB BANCSHARES, INC.","CHURCH POINT","LA",20061222,20141031,"Atlanta"
1022764,"BHC","CPB INC.","HONOLULU","HI",19821112,20030422,"San Francisco"
1235395,"BHC","CPC INTERNATIONAL INC.","ENGLEWOOD CLIFFS","NJ",19340701,19820804,"Chicago"
1065275,"BHC","CRACO, INC.","VINITA","OK",19830422,19861231,"Kansas City"
2072252,"BHC","CRACO, INC.","VINITA","OK",19930610,,"Kansas City"
1141245,"BHC","CRANDALL BANCSHARES, INC.","CRANDALL","TX",19861121,19900419,"Dallas"
1097762,"BHC","CRAWFORD BANCORP, INC.","ROBINSON","IL",19820930,19960731,"St. Louis"
1099766,"BHC","CRAWFORD BANCSHARES CORPORATION","ENGLISH","IN",19840425,19930320,"St. Louis"
2410694,"BHC","CRAWFORD FINANCIAL CORPORATION","NEW ALBANY","IN",19960618,19991230,"St. Louis"
1021338,"BHC","CRAWFORD STATE COMPANY","CRAWFORD","NE",19760622,19930912,"Kansas City"
1200076,"BHC","CRAWFORDSVILLE INSURANCE AGENCY, INC.","CRAWFORDSVILLE","IA",19690315,19920106,"Chicago"
3835100,"BHC","CRAZY WOMAN CREEK BANCORP, INC.","BUFFALO","WY",19960329,,"Kansas City"
4389329,"BHC","CRB GROUP, INC.","TEANECK","NJ",20150731,,"New York"
1242290,"FHF","CREDIT AGRICOLE S.A.","MONTROUGE CEDEX","FRANCE (OTHER)",19200101,,"New York"
1075014,"BHC","CREDIT AND COMMERCE AMERICAN HOLDINGS N V","WILLEMSTAD","CURACAO, BONAIRE, SABA, ST. MARTIN & ST.",19820419,19930622,"Richmond"
1075014,"BHC","CREDIT AND COMMERCE AMERICAN HOLDINGS, N.V.","WILLWMSTAD","CURACAO, BONAIRE, SABA, ST. MARTIN & ST.",19820419,19841230,"Richmond"
1022214,"BHC","CREDIT AND COMMERCE AMERICAN INVESTMENT B V","AMSTERDAM","NETHERLANDS",19820419,19930622,"Richmond"
1022214,"BHC","CREDIT AND COMMERCE AMERICAN INVESTMENT, B.V.","AMSTERDAM","NETHERLANDS",19820419,19841230,"Richmond"
1426924,"BHC","CREDIT INTERNATIONAL BANCSHARES LIMITED","WASHINGTON","DC",19890210,19940131,"Richmond"
1081163,"BHC","CREDITBANK SHARES, INC.","HOLLYWOOD","FL",19810518,19900126,"Atlanta"
1058633,"BHC","CRESCENT BANCSHARES, INC.","CRESCENT","OK",19790831,19950623,"Kansas City"
1958827,"BHC","CRESCENT BANKING COMPANY","JASPER","GA",19920501,20100723,"Atlanta"
3793705,"BHC","CRESCENT CAPITAL VI, L.L.C.","BELLEVUE","WA",20081105,20100625,"San Francisco"
3027709,"BHC","CRESCENT FINANCIAL BANCSHARES, INC.","RALEIGH","NC",20010427,20130721,"Richmond"
3027709,"BHC","CRESCENT FINANCIAL CORPORATION","CARY","NC",20010427,20111115,"Richmond"
1141610,"BHC","CREST BANCORP, INC.","ROBERTS","IL",19861231,20021006,"Chicago"
3836910,"SLHC","CREST SAVINGS BANCORP, INC","WILDWOOD","NJ",20010419,,"Philadelphia"
3836901,"SLHC","CREST SAVINGS BANCORP, MHC","WILDWOOD","NJ",20010226,,"Philadelphia"
1072237,"BHC","CRESTAR FINANCIAL CORPORATION","RICHMOND","VA",19630110,19991231,"Atlanta"
1059528,"BHC","CRESTED BUTTE BANKSHARES, INC.","CRESTED BUTTE","CO",19800215,19861230,"Kansas City"
2069047,"BHC","CRESTED BUTTE STATE BANK HOLDING COMPANY","CRESTED BUTTE","CO",19930608,19940704,"Kansas City"
2382296,"BHC","CRESTMARK BANCORP, INC.","TROY","MI",19960924,,"Chicago"
1230121,"BHC","CRESTWOOD BANK SHARES CORPORATION","SAINT LOUIS","MO",19581219,19800901,"St. Louis"
1095599,"BHC","CRESTWOOD BANKING COMPANY, LTD.","CRESTWOOD","KY",19761230,19900109,"St. Louis"
1207543,"BHC","CRETE BANCORPORATION, INC.","CRETE","IL",19821105,20120928,"Chicago"
1060944,"BHC","CRETE INVESTMENT CORPORATION","LINCOLN","NE",19801209,19861230,"Kansas City"
1056899,"BHC","CRETE STATE CORPORATION","CRETE","NE",19771101,19910331,"Kansas City"
1081239,"BHC","CREWS BANKING CORPORATION","WAUCHULA","FL",19801120,,"Atlanta"
1064205,"BHC","CRIPPLE CREEK BANCORPORATION, INC.","CRIPPLE CREEK","CO",19821215,19920731,"Kansas City"
1233494,"BHC","CRISS CONCRETE COMPANY, INC.","PARKERSBURG","WV",19620914,19811228,"Richmond"
1021105,"BHC","CROCKER NATIONAL CORPORATION","SAN FRANCISCO","CA",19690421,19860530,"San Francisco"
2733049,"BHC","CROCKETT BANCSHARES OF DELAWARE, INC.","DOVER","DE",19980831,20080102,"Dallas"
1110139,"BHC","CROCKETT BANCSHARES, INC.","CROCKETT","TX",19841231,19971230,"Dallas"
1134975,"BHC","CROCKETT COUNTY BANCSHARES, INC.","BELLS","TN",19851114,20060512,"St. Louis"
1141861,"BHC","CROCKETT COUNTY NATIONAL BANCSHARES, INC","OZONA","TX",19870710,,"Dallas"
3187658,"BHC","CROCKETT DELAWARE BANCSHARES, INC.","NEW CASTLE","DE",20030714,20081218,"Dallas"
1060074,"BHC","CROFTON STATE COMPANY","CROFTON","NE",19800717,19871203,"Kansas City"
1071726,"BHC","CROGHAN BANCSHARES INC.","FREMONT","OH",19840630,19920428,"Cleveland"
1071726,"FHD","CROGHAN BANCSHARES, INC.","FREMONT","OH",19840630,,"Cleveland"
1132832,"BHC","CROMWELL FINANCIAL CORP.","CROMWELL","IN",19850830,19900514,"Chicago"
1126907,"BHC","CROOKSTON FINANCIAL SERVICES, INC.","CROOKSTON","MN",19820415,,"Minneapolis"
1843026,"BHC","CROSBY BANCSHARES OF DELAWARE, INC.","WILMINGTON","DE",19900612,20081215,"Dallas"
1135682,"BHC","CROSBY BANCSHARES, INC.","CROSBY","TX",19850923,20081215,"Dallas"
1131611,"BHC","CROSS COUNTY BANCSHARES, INC.","WYNNE","AR",19850117,,"St. Louis"
1052565,"BHC","CROSS FINANCIAL CORPORATION","OAKLEY","KS",19700417,19870115,"Kansas City"
1237111,"BHC","CROSS MANUFACTURING, INC.","LEWIS","KS",19700417,19771231,"Kansas City"
1133558,"BHC","CROSS PLAINS BANKSHARES, INC.","CROSS PLAINS","TX",19850731,19960630,"Dallas"
1051951,"BHC","CROSSDALE, INC.","HIAWATHA","KS",19691224,,"Kansas City"
3903661,"BHC","CROSSFIRST HOLDINGS, LLC","LEAWOOD","KS",20090701,,"Kansas City"
1099999,"BHC","CROSSROADS BANCORP, INC.","MOUNT WASHINGTON","KY",19840710,,"St. Louis"
1986110,"BHC","CROSSROADS BANCSHARES, INC.","PERRY","GA",19920819,19980806,"Atlanta"
1126149,"FHD","CROSSTOWN HOLDING COMPANY","BLAINE","MN",19810715,,"Minneapolis"
1427501,"BHC","CROSSWHITE BANKSHARES, INC.","DENVER","CO",19891101,19920128,"Kansas City"
1894998,"BHC","CROWELL BANCSHARES, INC.","CROWELL","TX",19910916,,"Dallas"
2599647,"BHC","CROWELL DELAWARE FINANCIAL CORPORATION","DOVER","DE",19970731,,"Dallas"
1107045,"BHC","CROWLEY HOLDING COMPANY","CROWLEY","TX",19820729,20080306,"Dallas"
1030826,"BHC","CROWN BANCORP","CORONADO","CA",19830103,19940702,"San Francisco"
1247491,"BHC","CROWN BANCSHARES II, INC.","SHAWNEE MISSION","KS",19870930,19930103,"Kansas City"
1062023,"BHC","CROWN BANCSHARES, INC.","KANSAS CITY","MO",19810727,19851230,"Kansas City"
1130418,"BHC","CROWN BANCSHARES, INC.","SAN ANTONIO","TX",19860402,19900329,"Dallas"
1136090,"BHC","CROWN BANCSHARES, INC.","OMAHA","NE",19860430,19961222,"Kansas City"
1239384,"BHC","CROWN BANCSHARES, INCORPORATED","CROWN POINT","IN",19770627,19820610,"Chicago"
2860262,"BHC","CROWN BANKSHARES, INC.","EDINA","MN",20000522,,"Minneapolis"
1472248,"BHC","CROWN NATIONAL BANCORPORATION, INC.","CHARLOTTE","NC",19891214,19930507,"Richmond"
1139626,"BHC","CROWN PARK BANCSHARES, INC.","LUBBOCK","TX",19861015,19970127,"Dallas"
3079182,"BHC","CRSB BANCORP, INC.","DELANO","MN",20020430,20140911,"Minneapolis"
1122141,"BHC","CRYSTAL STATE AGENCY, INC.","MINNEAPOLIS","MN",19630124,19780202,"Minneapolis"
1210244,"FHD","CRYSTAL VALLEY FINANCIAL CORPORATION","MIDDLEBURY","IN",19840731,,"Chicago"
1207749,"BHC","CS BANCORP","HUNTINGTON","IN",19830630,19851231,"Chicago"
3347386,"BHC","CSAB HOLDINGS, LLC","DALLAS","TX",20050610,20110322,"Dallas"
1085040,"BHC","CSB ACQUISITIONS COMPANY","FRANKLIN","TN",19830601,19930831,"Richmond"
1022951,"BHC","CSB BANCO, INC.","LINCOLN","NE",19830831,19860930,"Kansas City"
1099962,"BHC","CSB BANCORP","PETERSBURG","IN",19840409,19980531,"St. Louis"
1967865,"FHD","CSB BANCORP, INC.","MILLERSBURG","OH",19920131,,"Cleveland"
2137375,"BHC","CSB BANCORP, INC.","WALSH","CO",19931130,20130930,"Kansas City"
3306824,"BHC","CSB BANCORP, INC.","CHELSEA","MI",20050422,,"Chicago"
1067390,"BHC","CSB BANCORP., INC.","COFFEYVILLE","KS",19840905,20041230,"Kansas City"
1067242,"BHC","CSB BANCSHARES, INC.","ELLSWORTH","KS",19840716,,"Kansas City"
1129261,"BHC","CSB BANCSHARES, INC.","MOHALL","ND",19841231,19890305,"Minneapolis"
1141405,"BHC","CSB BANCSHARES, INC.","LOUISVILLE","KY",19861031,19950720,"Cleveland"
2649065,"BHC","CSB BANCSHARES, INC.","YUKON","OK",19980401,20151007,"Kansas City"
2855679,"BHC","CSB BANCSHARES, INC. AMENDED ESOP","ELLSWORTH","KS",20000101,,"Kansas City"
3102419,"BHC","CSB FINANCIAL CORP.","TEANECK","NJ",20020520,20030824,"New York"
1138339,"BHC","CSB FINANCIAL CORPORATION","GREENVILLE","MI",19860331,19880718,"Chicago"
1143137,"BHC","CSB FINANCIAL CORPORATION","KINGSTON SPRINGS","TN",19870424,19980930,"Atlanta"
3647572,"BHC","CSB FINANCIAL CORPORATION","MILES","TX",20080201,,"Dallas"
2350491,"BHC","CSB FINANCIAL GROUP, INC.","CENTRALIA","IL",19951006,20000714,"St. Louis"
1137800,"BHC","CSB INVESTORS","COBB","WI",19860409,19950115,"Chicago"
3602227,"BHC","CSB&T BANCORP, INC.","NASHVILLE","TN",20071101,,"Atlanta"
1138142,"BHC","CSB, INC.","CHESTERTON","IN",19860630,19900529,"Chicago"
2184575,"BHC","CSB, INC.","BIXBY","OK",19940627,20071212,"Kansas City"
3254327,"BHC","CSBC FINANCIAL CORPORATION","CROPSEY","IL",20041001,20101210,"Chicago"
2013956,"BHC","CSBCC, INC.","WILMINGTON","DE",19921229,19970306,"Dallas"
4897721,"BHC","CSBO HOLDINGS, INC.","OURAY","CO",20160212,,"Kansas City"
4933302,"BHC","CSBO HOLDINGS, INC. ESOP","OURAY","CO",20160212,,"Kansas City"
1493672,"BHC","CSRA BANK CORP.","WRENS","GA",19900803,,"Atlanta"
1246373,"BHC","CT HOLDINGS, INC.","NEW YORK","NY",19861212,19900805,"New York"
1885307,"FHD","CTB FINANCIAL CORPORATION","RUSTON","LA",19910805,20080812,"Dallas"
3301007,"BHC","CTB HOLDINGS DELAWARE, INC.","WILMINGTON","DE",20041231,20071231,"Dallas"
1534696,"FBH","CTBC BANK CO., LTD.","TAIPEI","TAIWAN",19660314,,"San Francisco"
1486517,"BHC","CTBC CAPITAL CORP.","LOS ANGELES","CA",19890315,,"San Francisco"
3080209,"FBH","CTBC FINANCIAL HOLDING CO., LTD.","TAIPEI","TAIWAN",20020517,,"San Francisco"
2120126,"BHC","CTC BANCORP, INC.","FAYETTE","MO",19930913,19960404,"Kansas City"
1205987,"BHC","CTS BANCORPORATION","ELDRIDGE","IA",19810924,19870629,"Chicago"
1029585,"BHC","CU BANCORP","ENCINO","CA",19820414,19970702,"San Francisco"
4392132,"BHC","CU BANCORP","LOS ANGELES","CA",20120801,,"San Francisco"
1102581,"BHC","CU BANK SHARES, INC.","DALLAS","TX",19760420,20150430,"Dallas"
3133002,"BHC","CU DELAWARE FINANCIAL CORPORATION","WILMINGTON","DE",20020731,20070423,"Dallas"
1203581,"BHC","CUBA BANCORPORATION, INC.","CUBA","IL",19790605,19870109,"Chicago"
1068276,"BHC","CUBANC CORPORATION","COLUMBUS","OH",19760908,19851226,"Cleveland"
2315164,"BHC","CUIVRE RIVER BANCSHARES, INC.","OLD MONROE","MO",19950601,,"St. Louis"
1126411,"BHC","CULBERTSON BAN CORP.","CULBERTSON","MT",19810901,19960229,"Minneapolis"
1238828,"BHC","CULLEN BANKERS, INC.","HOUSTON","TX",19750602,19770706,"Dallas"
1102367,"FHD","CULLEN/FROST BANKERS, INC.","SAN ANTONIO","TX",19690102,,"Dallas"
4096494,"SLHC","CULLMAN BANCORP, INC","CULLMAN","AL",20091008,,"Atlanta"
4096494,"SLHC","CULLMAN BANCORP, INC.","CULLMAN","AL",20091008,20110721,"Atlanta"
1136595,"BHC","CULLMAN BANCSHARES, INC.","CULLMAN","AL",19870331,19961111,"Atlanta"
4096485,"SLHC","CULLMAN SAVINGS BANK, MHC","CULLMAN","AL",20091008,,"Atlanta"
1119020,"BHC","CUMBERLAND BANCORP, INC.","BURKESVILLE","KY",19811104,19970123,"St. Louis"
3927069,"BHC","CUMBERLAND BANCORP, INC.","CLARKSVILLE","TN",20090615,,"Atlanta"
1493832,"BHC","CUMBERLAND BANCORP, INCORPORATED","FRANKLIN","TN",19900801,20030514,"Atlanta"
1139288,"BHC","CUMBERLAND BANCSHARES, INC.","HARTSVILLE","TN",19860801,,"Atlanta"
1123399,"BHC","CUMBERLAND FINANCIAL SERVICES, INCORPORATED","MINNEAPOLIS","MN",19690101,19911201,"Minneapolis"
1493832,"BHC","CUMBERLAND SAVINGS BANCSHARES, INC.","CARTHAGE","TN",19900801,19910322,"Atlanta"
1247512,"BHC","CUMBERLAND VALLEY BANCSHARES, INC.","MADISON","TN",19871217,19930314,"Atlanta"
1071463,"BHC","CUMBERLAND VALLEY FINANCIAL CORPORATION","LONDON","KY",19831216,,"Cleveland"
1241006,"BHC","CUMMING BANCSHARES, INC.","CUMMING","GA",19801215,19840724,"Atlanta"
1201112,"BHC","CUMMINS-AMERICAN CORP.","GLENVIEW","IL",19600701,,"Chicago"
1051410,"BHC","CUNNINGHAM AGENCY, INC.","MOUND CITY","KS",19701008,,"Kansas City"
1131590,"BHC","CUPERTINO NATIONAL BANCORP","CUPERTINO","CA",19850510,19961127,"San Francisco"
3793750,"SLHC","CURRAGH CAPITAL PARTNERS II LP","NEW YORK","NY",20060103,20121031,"Boston"
1125151,"BHC","CURRIE BANCORPORATION, INC.","CURRIE","MN",19800519,,"Minneapolis"
1234503,"BHC","CURRIE-TODD INVESTMENTS","MIDLAND","MI",19700115,19711022,"Chicago"
1201895,"BHC","CURRY BAN CORPORATION","MASSENA","IA",19740501,19850503,"Chicago"
1060001,"BHC","CURTIS BANCORPORATION, INC.","CURTIS","NE",19800625,20101017,"Kansas City"
1021776,"BHC","CUSHING BANCSHARES INC","LONGVIEW","TX",19790821,19861129,"Dallas"
1021776,"BHC","CUSHING BANCSHARES, INC.","CUSHING","TX",19790821,19820408,"Dallas"
1065181,"BHC","CUSTER BANCORP.","DENVER","CO",19831001,,"Kansas City"
4284536,"BHC","CUSTOMERS BANCORP, INC","WYOMISSING","PA",20110917,,"Philadelphia"
1123120,"BHC","CUTLER CORPORATION","NEWPORT","MN",19680917,19861030,"Minneapolis"
1029222,"BHC","CVB FINANCIAL CORP.","ONTARIO","CA",19811230,,"San Francisco"
1137163,"BHC","CWB HOLDINGS - ONALASKA, INC.","WAUSAU","WI",19851230,19891231,"Chicago"
3288407,"BHC","CYGNET FINANCIAL CORPORATION","PONTE VEDRA BEACH","FL",20041203,20070831,"Atlanta"
1210712,"BHC","CYLINDER BANCORPORATION","CYLINDER","IA",19841105,19981005,"Chicago"
1134153,"BHC","CYNTHIANA BANCORPORATION","CYNTHIANA","IN",19850624,,"St. Louis"
3841802,"SLHC","CYPRESS BANCSHARES OF DELAWARE, INC","WILMINGTON","DE",20060713,20120722,"Dallas"
3823974,"SLHC","CYPRESS BANCSHARES, INC.","PITTSBURG","TX",,,"Dallas"
1085479,"BHC","CYPRESS BANKS, INC.","WESLEY CHAPEL","FL",19840126,19931209,"Atlanta"
3136704,"BHC","CYPRESS BANKSHARES, INC.","PALM COAST","FL",20030601,20040220,"Atlanta"
1199808,"BHC","CYPRESS CORPORATION","OMAHA","NE",19730416,,"Kansas City"
2752125,"BHC","CYRUS BANCSHARES, INC.","ALEXANDRIA","MN",19990212,,"Minneapolis"
1125049,"BHC","D & B HOLDING COMPANY, INC.","SIOUX FALLS","SD",19800213,19960715,"Minneapolis"
1363962,"BHC","D & D BANCSHARES, INC.","LA PORTE CITY","IA",19881230,,"Chicago"
1133101,"BHC","D & H INVESTMENTS CORP.","CHEROKEE","IA",19850125,20110930,"Chicago"
1133101,"BHC","D & H INVESTMENTS, INC.","CHEROKEE","IA",19850125,19850417,"Chicago"
2127022,"BHC","D BANCORP, INC.","DESOTO","TX",19931104,,"Dallas"
1075528,"BHC","D C NATIONAL BANCORP INC","WASHINGTON","DC",19820517,19860309,"Richmond"
