"Id_Rssd","Event Date","Historical Event"
1056910,"1977-10-27","COUNTRY BANCSHARES, INC. located at 220 SOUTH BROADWAY, JAMESPORT, MO was established as a Bank Holding Company."
1056965,"1977-12-28","FIRST NATIONAL FAIRBURY CORPORATION located at 423 5TH STREET, FAIRBURY, NE was established as a Bank Holding Company."
1056983,"1977-12-15","ATOKA STATE BANCORPORATION,INC. located at ATOKA, OK was established as a Bank Holding Company."
1056983,"1984-05-24","ATOKA STATE BANCORPORATION,INC. was renamed to ATOKA STATE BANCORPORATION, INC. and moved to 113 S. PENNSYLVANIA STREET ATOKA, OK."
1056992,"1978-01-02","NORTON BANKSHARES, INC. located at NORTON, KS was established as a Bank Holding Company."
1056992,"2002-03-21","NORTON BANKSHARES, INC. moved to 105 W MAIN STREET NORTON, KS."
1057065,"1977-12-31","AMERICAN HOLDING COMPANY OF LINDSAY, INC. located at 402 SOUTH MAIN STREET, LINDSAY, OK was established as a Bank Holding Company."
1057113,"1978-03-13","WEST POINT BANCORP, INC. located at WEST POINT, NE was established as a Bank Holding Company."
1057113,"2001-01-22","WEST POINT BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1057113,"2004-12-31","WEST POINT BANCORP, INC. moved to 204 N. MAIN WEST POINT, NE."
1057113,"2008-10-15","WEST POINT BANCORP, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1057168,"1978-01-20","HYDRO BANCSHARES, INC. located at 146 W. MAIN STREET, HYDRO, OK was established as a Bank Holding Company."
1057186,"1978-01-23","VALLEY BANCORP, INC. located at SYRACUSE, KS was established as a Bank Holding Company."
1057186,"1983-02-09","VALLEY BANCORP, INC. moved to 110 W AVENUE B SYRACUSE, KS."
1057216,"1978-03-10","REEVES BANCSHARES, INC. located at 100 KENNEDY STREET, GOULD, OK was established as a Bank Holding Company."
1057243,"1978-03-01","FIRST NATIONAL BUFFALO BANKSHARES, INC. located at 141 SOUTH MAIN STREET, BUFFALO, WY was established as a Bank Holding Company."
1057252,"1978-03-15","FIRST GOTHENBURG BANCSHARES, INC. located at GOTHENBURG, NE was established as a Bank Holding Company."
1057252,"2004-12-31","FIRST GOTHENBURG BANCSHARES, INC. moved to 914 LAKE AVENUE GOTHENBURG, NE."
1057252,"2016-06-13","FIRST GOTHENBURG BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1057289,"1978-07-01","SANTA FE TRAIL BANC SHARES, INC. located at HUTCHINSON, KS was established as a Bank Holding Company."
1057289,"1986-12-31","SANTA FE TRAIL BANC SHARES, INC. moved to 119 S INMAN SUBLETTE, KS."
1057430,"1978-05-02","VALLEY BANK SHARES, INC. located at VALLEY, NE was established as a Bank Holding Company."
1057430,"1979-12-31","VALLEY BANK SHARES, INC. moved to 232 NORTH SPRUCE VALLEY, NE."
1057430,"2010-01-19","VALLEY BANK SHARES, INC. moved to 330 NORTH SPRUCE VALLEY, NE."
1057515,"1978-06-12","EVEREST BANCSHARES, INC. located at 545 MAIN STREET, EVEREST, KS was established as a Bank Holding Company."
1057515,"2015-04-29","EVEREST BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1057515,"2016-06-07","EVEREST BANCSHARES, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1057588,"1978-09-15","COMMERCE COMPANIES, INC. located at TOPEKA, KS was established as a Bank Holding Company."
1057588,"1980-12-31","COMMERCE COMPANIES, INC. was renamed to COMMERCE FINANCIAL CORPORATION and moved to 3035 S TOPEKA AVE TOPEKA, KS."
1057588,"2007-09-04","COMMERCE FINANCIAL CORPORATION was renamed to COMMERCE BANK AND TRUST HOLDING COMPANY."
1057588,"2012-01-01","COMMERCE BANK AND TRUST HOLDING COMPANY moved to 3035 SOUTHWEST TOPEKA BOULEVARD TOPEKA, KS."
1057618,"1978-08-23","PLATTE COUNTY BANCSHARES, INC. located at DEARBORN, MO was established as a Bank Holding Company."
1057618,"1980-12-31","PLATTE COUNTY BANCSHARES, INC. moved to 2400 PRAIRIE VIEW ROAD PLATTE CITY, MO."
1057636,"1978-06-30","FIRST THOMAS BAN CORP. located at 301 W. BROADWAY, THOMAS, OK was established as a Bank Holding Company."
1057654,"1978-11-15","FIRST CHANDLER CORP. located at 902 MANVEL AVENUE, CHANDLER, OK was established as a Bank Holding Company."
1057702,"1978-08-09","EL PASO BANCSHARES, INC. located at MONUMENT, CO was established as a Bank Holding Company."
1057702,"1998-10-01","EL PASO BANCSHARES, INC. was renamed to PEOPLES, INC. and moved to OTTAWA, KS."
1057702,"1999-11-08","PEOPLES, INC. moved to COLORADO SPRINGS, CO."
1057702,"2001-11-08","PEOPLES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1057702,"2005-01-18","PEOPLES, INC. moved to 5175 NORTH ACADEMY BOULEVARD COLORADO SPRINGS, CO."
1057702,"2005-06-09","PEOPLES, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1057702,"2007-09-13","PEOPLES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1057702,"2007-10-01","PEOPLES, INC. moved to 4831 W. 6TH ST. LAWRENCE, KS."
1057702,"2009-01-15","PEOPLES, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1057784,"1978-08-03","LABETTE COUNTY BANKSHARES, INC. located at 4TH AND HUSTON STREETS, ALTAMONT, KS was established as a Bank Holding Company."
1057784,"2012-01-01","LABETTE COUNTY BANKSHARES, INC. moved to 319 4TH ALTAMONT, KS."
1057850,"1978-09-02","FIRST STATE BANCSHARES, INC. located at SCOTTSBLUFF, NE was established as a Bank Holding Company."
1057850,"2000-03-13","FIRST STATE BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1057850,"2004-12-31","FIRST STATE BANCSHARES, INC. moved to 2002 BROADWAY SCOTTSBLUFF, NE."
1057878,"1978-10-11","CLARKSON MANAGEMENT COMPANY located at 243 PINE STREET, CLARKSON, NE was established as a Bank Holding Company."
1057896,"1978-09-07","GARNETT BANCSHARES, INC. located at GARNETT, KS was established as a Bank Holding Company."
1057896,"2001-07-24","GARNETT BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1057896,"2004-12-31","GARNETT BANCSHARES, INC. moved to 131 E 4TH STREET GARNETT, KS."
1057896,"2009-02-17","GARNETT BANCSHARES, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1057908,"1978-10-23","FIRST NATIONAL BANK OF GILLETTE HOLDING COMPANY located at GILLETTE, WY was established as a Bank Holding Company."
1057908,"1999-12-31","FIRST NATIONAL BANK OF GILLETTE HOLDING COMPANY moved to 319 SOUTH GILLETTE AVENUE GILLETTE, WY."
1057962,"1978-12-13","QUAIL CREEK BANCSHARES, INC. located at OKLAHOMA CITY, OK was established as a Bank Holding Company."
1057962,"1986-12-08","QUAIL CREEK BANCSHARES, INC. moved to 12201 N MAY AVENUE OKLAHOMA CITY, OK."
1057980,"1978-10-30","ARKANSAS VALLEY BANCSHARES, INC. located at BROKEN ARROW, OK was established as a Bank Holding Company."
1057980,"1992-12-31","ARKANSAS VALLEY BANCSHARES, INC. moved to 302 S. MAIN STREET BROKEN ARROW, OK."
1057980,"2015-09-19","ARKANSAS VALLEY BANCSHARES, INC. moved to 322 SOUTH MAIN STREET BROKEN ARROW, OK."
1058071,"1978-12-21","LOOMIS COMPANY located at LOOMIS, NE was established as a Bank Holding Company."
1058071,"2003-01-27","LOOMIS COMPANY moved to 1620 DODGE STREET OMAHA, NE."
1058101,"1978-12-15","FIRST TEMPLE CORPORATION located at 111 SOUTH COMMERCIAL AVENUE, TEMPLE, OK was established as a Bank Holding Company."
1058286,"1979-03-17","DENISON BANCSHARES, INC. OF HOLTON located at 421 NEW YORK AVENUE, HOLTON, KS was established as a Bank Holding Company."
1058343,"1979-04-23","FIRST BANCORP OF TONKAWA, INC. located at TONKAWA, OK was established as a Bank Holding Company."
1058343,"1989-06-08","FIRST BANCORP OF TONKAWA, INC. was renamed to FIRST BANCORP OF OKLAHOMA, INC.."
1058343,"1993-04-14","FIRST BANCORP OF OKLAHOMA, INC. moved to 101 WEST GRAND TONKAWA, OK."
1058343,"2015-08-14","FIRST BANCORP OF OKLAHOMA, INC. moved to 10900 HEFNER POINTE DRIVE OKLAHOMA CITY, OK."
1058389,"1979-04-24","MY ANNS CORPORATION located at 1356 XYLAN ROAD, PIQUA, KS was established as a Bank Holding Company."
1058398,"1979-06-01","FIRST BANCORPORATION OF HOLDENVILLE, INC. located at HOLDENVILLE, OK was established as a Bank Holding Company."
1058398,"1998-01-01","FIRST BANCORPORATION OF HOLDENVILLE, INC. was renamed to DURANT BANCORP, INC. and moved to DURANT, OK."
1058398,"2002-06-03","DURANT BANCORP, INC. moved to 1400 WEST MAIN STREET DURANT, OK."
1058398,"2014-07-01","DURANT BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1058428,"1979-03-19","S G BANCSHARES, INC. located at 202 N MAIN, OKEENE, OK was established as a Bank Holding Company."
1058503,"1979-08-28","LOS HACENDADOS, INC. located at CLAYTON, NM was established as a Bank Holding Company."
1058503,"1991-05-02","LOS HACENDADOS, INC. was renamed to UNION BANCSHARES, INC. and moved to 201 MAIN STREET CLAYTON, NM."
1058558,"1979-07-28","WOOD & HUSTON BANCORPORATION, INC. located at 27 EAST NORTH STREET, MARSHALL, MO was established as a Bank Holding Company."
1058576,"1979-06-01","PONY EXPRESS BANCORP, INC. located at 209 ROSEPORT ROAD, ELWOOD, KS was established as a Bank Holding Company."
1058615,"1979-06-18","NORTHEASTERN WYOMING BANK CORPORATION, INC. located at 24 NORTH SUMMER STREET, NEWCASTLE, WY was established as a Bank Holding Company."
1058624,"1979-07-10","MARSHALL COUNTY BANKSHARES, INC. located at BEATTIE, KS was established as a Bank Holding Company."
1058624,"2000-11-03","MARSHALL COUNTY BANKSHARES, INC. was renamed to PRAIRIE STAR BANCSHARES, INC.."
1058624,"2003-01-03","PRAIRIE STAR BANCSHARES, INC. moved to 18675 W 151ST STREET OLATHE, KS."
1058679,"1979-07-02","SHELBANK CORPORATION located at 1625 HEDGES PLAZA, NEVADA, MO was established as a Bank Holding Company."
1058679,"2012-01-01","SHELBANK CORPORATION moved to 1625 EAST AUSTIN BOULEVARD NEVADA, MO."
1058688,"1979-09-12","FIRST NEWMAN GROVE BANKSHARES CORP. located at 416 HALE AVE, NEWMAN GROVE, NE was established as a Bank Holding Company."
1058697,"1979-07-17","TRI-COUNTY COMPANY located at STUART, NE was established as a Bank Holding Company."
1058697,"1999-12-31","TRI-COUNTY COMPANY moved to 106 N MAIN STREET STUART, NE."
1058718,"1979-10-20","THIRD BANCSHARES CORPORATION located at SEDALIA, MO was established as a Bank Holding Company."
1058718,"1992-02-12","THIRD BANCSHARES CORPORATION moved to 301 WEST BROADWAY SEDALIA, MO."
1058932,"1979-10-11","THAYER AGENCY, INC. located at HEBRON, NE was established as a Bank Holding Company."
1058932,"1980-12-31","THAYER AGENCY, INC. moved to 402 LINCOLN HEBRON, NE."
1059340,"1979-12-21","TONGANOXIE BANKSHARES, INC. located at TONGANOXIE, KS was established as a Bank Holding Company."
1059340,"2003-12-31","TONGANOXIE BANKSHARES, INC. moved to 400 BURY TONGANOXIE, KS."
1059443,"1980-01-08","WATONGA BANCSHARES, INC. located at 115 WEST 'A' STREET, WATONGA, OK was established as a Bank Holding Company."
1059519,"1980-01-07","FIRST HOWARD BANKSHARES, INC. located at TOPEKA, KS was established as a Bank Holding Company."
1059519,"1999-06-30","FIRST HOWARD BANKSHARES, INC. moved to 200 WEST MAIN STREET CHERRYVALE, KS."
1059537,"1980-03-25","LINDSAY STATE COMPANY located at 101 PINE STREET, LINDSAY, NE was established as a Bank Holding Company."
1059555,"1980-02-06","CATTLE CROSSING, INC. located at 104 SOUTH 5TH STREET, SEWARD, NE was established as a Bank Holding Company."
1059573,"1980-04-01","HUGOTON BANCSHARES, INC. located at 601 SOUTH MAIN, HUGOTON, KS was established as a Bank Holding Company."
1059582,"1980-03-01","SOUTHEAST CAPITAL CORPORATION located at IDABEL, OK was established as a Bank Holding Company."
1059582,"1998-09-25","SOUTHEAST CAPITAL CORPORATION moved to 1201 SE WASHINGTON IDABEL, OK."
1059591,"1980-02-04","BEUTLER, INC. located at 206 N PENN AVENUE, NESS CITY, KS was established as a Bank Holding Company."
1059676,"1980-04-14","FIRST NATIONAL HAYES CENTER CORP. located at HAYES CENTER, NE was established as a Bank Holding Company."
1059676,"1989-03-31","FIRST NATIONAL HAYES CENTER CORP. was renamed to AMFIRST FINANCIAL SERVICES, INC.."
1059676,"1993-06-01","AMFIRST FINANCIAL SERVICES, INC. moved to MCCOOK, NE."
1059676,"2004-03-18","AMFIRST FINANCIAL SERVICES, INC. moved to 602 W 'B' STREET MCCOOK, NE."
1059676,"2008-12-31","AMFIRST FINANCIAL SERVICES, INC. moved to 602 W 'B' STREET MC COOK, NE."
1059676,"2012-01-01","AMFIRST FINANCIAL SERVICES, INC. moved to 602 W 'B' STREET MCCOOK, NE."
1059694,"1980-04-18","FARMERS AND MERCHANTS FINANCIAL CORPORATION located at 101 SOUTH MAIN STREET, ARGONIA, KS was established as a Bank Holding Company."
1059706,"1980-03-24","BANCSHARES OF MISSOURI, INC. located at KEARNEY, MO was established as a Bank Holding Company."
1059706,"2000-03-13","BANCSHARES OF MISSOURI, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1059706,"2004-05-17","BANCSHARES OF MISSOURI, INC. moved to 100 WEST 92 HIGHWAY KEARNEY, MO."
1059706,"2006-08-11","BANCSHARES OF MISSOURI, INC. moved to 950 WEST 92 HIGHWAY KEARNEY, MO."
1059706,"2007-10-30","BANCSHARES OF MISSOURI, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1059706,"2008-12-31","BANCSHARES OF MISSOURI, INC. moved to 950 WEST US 92 HIGHWAY KEARNEY, MO."
1059715,"1980-09-29","AMERICAN NATIONAL CORPORATION located at OMAHA, NE was established as a Bank Holding Company."
1059715,"1986-07-30","AMERICAN NATIONAL CORPORATION moved to 8990 W DODGE ROAD OMAHA, NE."
1059715,"2007-08-09","AMERICAN NATIONAL CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1059724,"1980-04-07","JOHNSON STATE BANCSHARES, INC. located at 202 SOUTH MAIN STREET, JOHNSON, KS was established as a Bank Holding Company."
1059724,"2013-05-06","JOHNSON STATE BANCSHARES, INC. moved to 106 NORTH MAIN STREET JOHNSON, KS."
1059733,"1980-07-30","FIRST BEEMER CORPORATION located at BEEMER, NE was established as a Bank Holding Company."
1059733,"2003-10-09","FIRST BEEMER CORPORATION moved to 201 MAIN STREET BEEMER, NE."
1059751,"1980-04-03","FIRST AMERICAN BANCSHARES, INC. located at 4TH & CEDAR, UNION STAR, MO was established as a Bank Holding Company."
1059751,"2008-12-31","FIRST AMERICAN BANCSHARES, INC. moved to 108 NORTH 4TH STREET UNION STAR, MO."
1059797,"1980-05-01","OKLAHOMA STATE BANCSHARES, INC. located at VINITA, OK was established as a Bank Holding Company."
1059797,"2005-04-21","OKLAHOMA STATE BANCSHARES, INC. moved to 120 WEST CANADIAN VINITA, OK and changed from Bank Holding Company to Financial Holding Company - Domestic."
1059818,"1980-05-13","FIRST HUGO CAPITAL CORPORATION located at HUGO, CO was established as a Bank Holding Company."
1059818,"1984-12-31","FIRST HUGO CAPITAL CORPORATION was renamed to FIRST LIBERTY CAPITAL CORPORATION and moved to 321 4TH STREET HUGO, CO."
1059975,"1980-06-02","CONVERSE COUNTY CAPITAL CORPORATION located at DOUGLAS, WY was established as a Bank Holding Company."
1059975,"1998-08-06","CONVERSE COUNTY CAPITAL CORPORATION moved to 322 WALNUT DOUGLAS, WY."
1059975,"2008-12-31","CONVERSE COUNTY CAPITAL CORPORATION moved to 322 WEST WALNUT STREET DOUGLAS, WY."
1060047,"1980-06-18","KNOTT HOLDING COMPANY, INC. located at BOGARD, MO was established as a Bank Holding Company."
1060047,"1982-12-31","KNOTT HOLDING COMPANY, INC. moved to CARROLLTON, MO."
1060047,"2000-04-18","KNOTT HOLDING COMPANY, INC. moved to ONE WEST WASHINGTON CARROLLTON, MO and changed from Bank Holding Company to Financial Holding Company - Domestic."
1060104,"1980-07-09","WILSON BANCSHARES, INC. located at 18255 HIGHWAY 45 NORTH, WESTON, MO was established as a Bank Holding Company."
1060131,"1980-08-05","STOCKTON BANCSHARES, INC. located at 123 NORTH CEDAR STREET, STOCKTON, KS was established as a Bank Holding Company."
1060168,"1980-09-30","LAS VEGAS BANCORPORATION, INC. located at 622 DOUGLAS AVENUE, LAS VEGAS, NM was established as a Bank Holding Company."
1060168,"2014-05-15","LAS VEGAS BANCORPORATION, INC. moved to 1410 CENTRAL AVE SW ALBUQUERQUE, NM."
1060216,"1980-07-30","MCCOOK NATIONAL COMPANY located at MCCOOK, NE was established as a Bank Holding Company."
1060216,"2000-03-13","MCCOOK NATIONAL COMPANY changed from Bank Holding Company to Financial Holding Company - Domestic."
1060216,"2003-06-17","MCCOOK NATIONAL COMPANY was renamed to MNB FINANCIAL GROUP, INC.."
1060216,"2004-12-31","MNB FINANCIAL GROUP, INC. moved to 220 NORRIS AVENUE MCCOOK, NE."
1060234,"1980-11-07","FIDELITY BANC CORPORATION, DODGE CITY, KANSAS located at 510 SECOND AVENUE, DODGE CITY, KS was established as a Bank Holding Company."
1060234,"2012-01-01","FIDELITY BANC CORPORATION, DODGE CITY, KANSAS moved to 510 NORTH SECOND AVENUE DODGE CITY, KS."
1060243,"1980-10-15","FIRST POTEAU CORPORATION located at POTEAU, OK was established as a Bank Holding Company."
1060243,"2000-05-26","FIRST POTEAU CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1060243,"2001-02-22","FIRST POTEAU CORPORATION moved to 1409 N BROADWAY POTEAU, OK and changed from Financial Holding Company - Domestic to Bank Holding Company."
1060243,"2008-08-14","FIRST POTEAU CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1060328,"1980-12-31","EQUITABLE BANKSHARES OF COLORADO, INC. located at DENVER, CO was established as a Bank Holding Company."
1060328,"1995-09-15","EQUITABLE BANKSHARES OF COLORADO, INC. was renamed to COLORADO BUSINESS BANKSHARES, INC.."
1060328,"2000-04-10","COLORADO BUSINESS BANKSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1060328,"2001-03-12","COLORADO BUSINESS BANKSHARES, INC. was renamed to COBIZ INC.."
1060328,"2002-04-30","COBIZ INC. moved to 821 17TH STREET DENVER, CO."
1060328,"2007-05-21","COBIZ INC. was renamed to COBIZ FINANCIAL, INC.."
1060328,"2016-11-21","COBIZ FINANCIAL, INC. moved to 1401 LAWRENCE STREET, SUITE 1200 DENVER, CO."
1060355,"1980-09-10","HOLLIS BANCSHARES, INC. located at HOLLIS, OK was established as a Bank Holding Company."
1060355,"1996-02-16","HOLLIS BANCSHARES, INC. was renamed to GREAT PLAINS BANCSHARES, INC. and moved to 120 W JONES HOLLIS, OK."
1060355,"2006-08-31","GREAT PLAINS BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1060485,"1980-10-15","MCCLAIN COUNTY BANCORPORATION, INC. located at PURCELL, OK was established as a Bank Holding Company."
1060485,"2000-04-12","MCCLAIN COUNTY BANCORPORATION, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1060485,"2004-12-31","MCCLAIN COUNTY BANCORPORATION, INC. moved to 131 W MAIN PURCELL, OK."
1060485,"2010-07-28","MCCLAIN COUNTY BANCORPORATION, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1060524,"1980-10-08","WAMEGO BANCSHARES, INC. located at 806 WEST 5TH STREET, WAMEGO, KS was established as a Bank Holding Company."
1060627,"1981-01-20","FIRSTBANK HOLDING COMPANY OF COLORADO located at LAKEWOOD, CO was established as a Bank Holding Company."
1060627,"2003-03-12","FIRSTBANK HOLDING COMPANY OF COLORADO was renamed to FIRSTBANK HOLDING COMPANY and moved to 12345 W COLFAX AVENUE LAKEWOOD, CO."
1060627,"2006-11-24","FIRSTBANK HOLDING COMPANY changed from Bank Holding Company to Financial Holding Company - Domestic."
1060690,"1980-11-14","CEDAR POINT BANCSHARES, INC. located at CEDAR POINT, KS was established as a Bank Holding Company."
1060690,"1981-12-31","CEDAR POINT BANCSHARES, INC. moved to MAIN STREET CEDAR POINT, KS."
1060690,"2012-01-01","CEDAR POINT BANCSHARES, INC. moved to 1 MAIN STREET CEDAR POINT, KS."
1060711,"1980-11-24","FIRST KEYES BANCSHARES, INC. located at KEYES, OK was established as a Bank Holding Company."
1060711,"1981-12-31","FIRST KEYES BANCSHARES, INC. moved to 301 S POLK KEYES, OK."
1060841,"1980-11-20","FARMERS EXCHANGE BANCORPORATION, INC. located at 419 S GRAND, CHEROKEE, OK was established as a Bank Holding Company."
1060850,"1981-01-08","FINANCIAL SECURITY CORPORATION located at BASIN, WY was established as a Bank Holding Company."
1060850,"1981-12-31","FINANCIAL SECURITY CORPORATION moved to 201 SOUTH 4TH STREET BASIN, WY."
1060917,"1980-12-01","FIRST BELLEVILLE BANCSHARES, INC. located at 323 4TH STREET, SCANDIA, KS was established as a Bank Holding Company."
1060917,"2011-12-30","FIRST BELLEVILLE BANCSHARES, INC. moved to 418 NW 3RD STREET ABILENE, KS."
1060917,"2014-11-07","FIRST BELLEVILLE BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1061099,"1980-12-16","COLUMBUS CORP. located at 151ST & 69 HIGHWAY, STANLEY, KS was established as a Bank Holding Company."
1061099,"2008-12-31","COLUMBUS CORP. moved to 7835 W 151ST STREET OVERLAND PARK, KS."
1061110,"1981-02-11","FIRST STATE BANCORPORATION OF WATONGA, INC. located at WATONGA, OK was established as a Bank Holding Company."
1061110,"1981-12-31","FIRST STATE BANCORPORATION OF WATONGA, INC. moved to 321 WEST MAIN STREET WATONGA, OK."
1061156,"1981-01-20","JONES NATIONAL CORPORATION located at SEWARD, NE was established as a Bank Holding Company."
1061156,"1981-12-31","JONES NATIONAL CORPORATION moved to 202 S. 6TH STREET SEWARD, NE."
1061156,"2012-01-01","JONES NATIONAL CORPORATION moved to 203 SOUTH 6TH STREET SEWARD, NE."
1061165,"1980-12-30","GREEN CITY BANCSHARES INC. located at 1 SOUTH LINCOLN STREET, GREEN CITY, MO was established as a Bank Holding Company."
1061222,"1981-01-06","ALAMOSA BANCORPORATION, LTD. located at DENVER, CO was established as a Bank Holding Company."
1061222,"1984-12-31","ALAMOSA BANCORPORATION, LTD. moved to 2225 MAIN STREET ALAMOSA, CO."
1061268,"1980-12-30","AMERICAN NATIONAL SIDNEY CORP. located at SIDNEY, NE was established as a Bank Holding Company."
1061268,"1982-12-31","AMERICAN NATIONAL SIDNEY CORP. moved to 901 10TH STREET SIDNEY, NE."
1061316,"1980-12-29","FIRST MIAMI BANCSHARES, INC. located at 2 NORTH MAIN STREET, MIAMI, OK was established as a Bank Holding Company."
1061455,"1981-03-31","MULVANE BANKSHARES, INC. located at MULVANE, KS was established as a Bank Holding Company."
1061455,"1981-12-31","MULVANE BANKSHARES, INC. moved to 122 WEST MAIN MULVANE, KS."
1061576,"1981-03-20","CASS COUNTY STATE COMPANY located at PLATTSMOUTH, NE was established as a Bank Holding Company."
1061576,"1981-12-31","CASS COUNTY STATE COMPANY moved to 2020 W 8TH STREET PLATTSMOUTH, NE."
1061576,"2008-12-31","CASS COUNTY STATE COMPANY moved to 2020 W 8TH AVENUE PLATTSMOUTH, NE."
1061594,"1981-04-10","LAKIN BANCSHARES, INC. located at LAKIN, KS was established as a Bank Holding Company."
1061594,"1981-12-31","LAKIN BANCSHARES, INC. moved to 221 NORTH MAIN LAKIN, KS."
1061594,"2006-06-21","LAKIN BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1061624,"1981-04-13","GRANBY BANCSHARES, INC. located at GRANBY, MO was established as a Bank Holding Company."
1061624,"1993-02-12","GRANBY BANCSHARES, INC. was renamed to NEOSHO BANCSHARES, INC. and moved to NEOSHO, MO."
1061624,"1994-12-02","NEOSHO BANCSHARES, INC. was renamed to COMMUNITY BANCSHARES, INC. and moved to 100 SOUTH WOOD STREET NEOSHO, MO."
1061660,"1981-04-01","WELCH BANCSHARES, INC. located at 396 SOUTH COMMERCIAL, WELCH, OK was established as a Bank Holding Company."
1061679,"1981-04-01","ALPINE BANCORP, INC. located at GLENWOOD SPRINGS, CO was established as a Bank Holding Company."
1061679,"1982-12-31","ALPINE BANCORP, INC. was renamed to ALPINE BANKS OF COLORADO and moved to 2200 S GRAND AVENUE GLENWOOD SPRINGS, CO."
1061679,"2012-01-01","ALPINE BANKS OF COLORADO moved to 2200 GRAND AVENUE GLENWOOD SPRINGS, CO."
1061736,"1981-04-13","WEST GATE BANSHARES, INC. located at LINCOLN, NE was established as a Bank Holding Company."
1061736,"2002-10-28","WEST GATE BANSHARES, INC. moved to 6003 OLD CHENEY ROAD LINCOLN, NE."
1061754,"1981-05-15","CENTINEL BANK SHARES, INC. located at TAOS, NM was established as a Bank Holding Company."
1061754,"1981-12-31","CENTINEL BANK SHARES, INC. moved to 512 PASEO DEL PUEBLO SUR TAOS, NM."
1061772,"1981-04-27","CHISHOLM TRAIL FINANCIAL CORPORATION located at WICHITA, KS was established as a Bank Holding Company."
1061772,"1981-12-31","CHISHOLM TRAIL FINANCIAL CORPORATION moved to 6160 NORTH BROADWAY WICHITA, KS."
1061802,"1981-05-15","PIKES PEAK NATIONAL COMPANY located at COLORADO SPRINGS, CO was established as a Bank Holding Company."
1061802,"2000-12-18","PIKES PEAK NATIONAL COMPANY moved to 2401 W COLORADO AVENUE COLORADO SPRINGS, CO and changed from Bank Holding Company to Financial Holding Company - Domestic."
1061802,"2009-04-03","PIKES PEAK NATIONAL COMPANY changed from Financial Holding Company - Domestic to Bank Holding Company."
1061857,"1981-05-21","CAMPBELL STATE COMPANY located at CAMPBELL, NE was established as a Bank Holding Company."
1061857,"1985-12-31","CAMPBELL STATE COMPANY moved to 673 BROAD STREET CAMPBELL, NE."
1061857,"1993-09-01","CAMPBELL STATE COMPANY moved to 4710 SOUTHHAVEN CIRCLE LINCOLN, NE."
1061884,"1981-06-04","FIRST PICHER BANCSHARES, INC. located at PICHER, OK was established as a Bank Holding Company."
1061884,"1981-12-31","FIRST PICHER BANCSHARES, INC. moved to 301 S CONNELL AVENUE PICHER, OK."
1061884,"2009-07-01","FIRST PICHER BANCSHARES, INC. moved to 101 NORTH MICKEY MANTLE BLVD COMMERCE, OK."
1061893,"1981-07-01","GIBBON EXCHANGE COMPANY located at GIBBON, NE was established as a Bank Holding Company."
1061893,"1999-01-16","GIBBON EXCHANGE COMPANY was renamed to EXCHANGE COMPANY and moved to 14 LABARRE GIBBON, NE."
1061893,"2004-08-20","EXCHANGE COMPANY moved to 1204 ALLEN DRIVE GRAND ISLAND, NE."
1061893,"2006-08-28","EXCHANGE COMPANY moved to 3110 2ND AVENUE KEARNEY, NE."
1061893,"2012-04-15","EXCHANGE COMPANY changed from Bank Holding Company to Financial Holding Company - Domestic."
1061932,"1981-06-25","FORT COBB BANCSHARES, INC. located at FORT COBB, OK was established as a Bank Holding Company."
1061932,"1981-12-31","FORT COBB BANCSHARES, INC. moved to 204 HAZLETT FORT COBB, OK."
1061950,"1981-07-13","AMERICAN EXCHANGE COMPANY located at ELMWOOD, NE was established as a Bank Holding Company."
1061950,"1982-12-31","AMERICAN EXCHANGE COMPANY moved to 151 N. 4TH STREET ELMWOOD, NE."
1061987,"1981-07-27","KING BANCSHARES, INC. located at KINGMAN, KS was established as a Bank Holding Company."
1061987,"2002-11-26","KING BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
